"","X","POLY_ID","Species","Product","sum","Link","POLY_ID.1","Species.1","total","percentage","join"
"428",428,"475-10","EP","Small Sawlog",2484,"EP475-10","475-10","EP",2490,99.7590361445783,"475-10EPSmall Sawlog"
"429",429,"475-10","H","Small Sawlog",32,"H475-10","475-10","H",32,100,"475-10HSmall Sawlog"
"430",430,"475-10","PL","Large Sawlog",5289,"PL475-10","475-10","PL",152771,3.46204449797409,"475-10PLLarge Sawlog"
"431",431,"475-10","PL","Small Sawlog",61764,"PL475-10","475-10","PL",152771,40.4291390381682,"475-10PLSmall Sawlog"
"432",432,"475-10","PL","Stud",85718,"PL475-10","475-10","PL",152771,56.1088164638577,"475-10PLStud"
"433",433,NA,"AT","Large Sawlog",984,"ATNA",NA,"AT",17420,5.64867967853043,"NAATLarge Sawlog"
"434",434,NA,"AT","Small Sawlog",16436,"ATNA",NA,"AT",17420,94.3513203214696,"NAATSmall Sawlog"
"435",435,NA,"B","Large Sawlog",4542,"BNA",NA,"B",120799,3.75996490037169,"NABLarge Sawlog"
"436",436,NA,"B","Small Sawlog",61705,"BNA",NA,"B",120799,51.0807208668946,"NABSmall Sawlog"
"437",437,NA,"B","Stud",54552,"BNA",NA,"B",120799,45.1593142327337,"NABStud"
"438",438,NA,"C","Large Sawlog",23664,"CNA",NA,"C",410722,5.76156134806511,"NACLarge Sawlog"
"439",439,NA,"C","Small Sawlog",387058,"CNA",NA,"C",410722,94.2384386519349,"NACSmall Sawlog"
"440",440,NA,"DF","Large Sawlog",90912,"DFNA",NA,"DF",716411,12.6899224048765,"NADFLarge Sawlog"
"441",441,NA,"DF","Small Sawlog",371189,"DFNA",NA,"DF",716411,51.8122976894548,"NADFSmall Sawlog"
"442",442,NA,"DF","Stud",254310,"DFNA",NA,"DF",716411,35.4977799056687,"NADFStud"
"443",443,NA,"EP","Large Sawlog",12,"EPNA",NA,"EP",4359,0.275292498279422,"NAEPLarge Sawlog"
"444",444,NA,"EP","Small Sawlog",4347,"EPNA",NA,"EP",4359,99.7247075017206,"NAEPSmall Sawlog"
"445",445,NA,"H","Small Sawlog",56,"HNA",NA,"H",56,100,"NAHSmall Sawlog"
"446",446,NA,"PL","Large Sawlog",10578,"PLNA",NA,"PL",247242,4.27839930108962,"NAPLLarge Sawlog"
"447",447,NA,"PL","Small Sawlog",108087,"PLNA",NA,"PL",247242,43.7170869027107,"NAPLSmall Sawlog"
"448",448,NA,"PL","Stud",128577,"PLNA",NA,"PL",247242,52.0045137961997,"NAPLStud"
